Item_ID,Category,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Vendor_Name,Cost_Per_Item,Days_Until_Stockout,Risk_Label
1543,IV & Emergency Supplies,IV Fluid,1963,632,2590,57.96,138,5,V001,MedSupplies Inc.,55.49,14.22463768115942,Low
1544,Medicines,Insulin,3174,486,6713,295.7,141,11,V004,CarePlus Distributors,320.27,22.51063829787234,Low
1545,Surgical Supplies,Gauze,5737,1905,7341,30.22,303,7,V005,PrimeMed Supply Chain,30.39,18.933993399339933,Low
1546,Diagnostic Supplies,Blood Collection Tube,659,209,851,335.57,22,15,V005,PrimeMed Supply Chain,362.51,29.954545454545453,Medium
1547,IV & Emergency Supplies,Defibrillator Pads,773,251,952,505.3,133,2,V001,MedSupplies Inc.,509.85,5.81203007518797,Low
1548,IV & Emergency Supplies,Oxygen Mask,3460,372,5226,68.87,118,5,V001,MedSupplies Inc.,69.98,29.322033898305083,Low
1549,Surgical Supplies,Gauze,3333,435,4949,44.13,167,9,V001,MedSupplies Inc.,48.42,19.95808383233533,Low
1550,Diagnostic Supplies,Reagent,36,5,55,503.8,23,5,V003,HealthTools Ltd.,548.09,1.565217391304348,High
1551,Medicines,Antibiotic,4158,937,9824,325.63,88,6,V005,PrimeMed Supply Chain,297.51,47.25,Low
1552,Medicines,Insulin,390,80,868,322.21,95,7,V004,CarePlus Distributors,269.73,4.105263157894737,High
1553,Medicines,Antiviral,1773,254,3393,407.86,43,10,V003,HealthTools Ltd.,369.25,41.23255813953488,Low
1554,Surgical Supplies,Surgical Gloves,8984,2584,20090,87.05,227,7,V003,HealthTools Ltd.,77.88,39.57709251101321,Low
1555,IV & Emergency Supplies,IV Fluid,5457,891,8388,577.04,127,6,V005,PrimeMed Supply Chain,502.97,42.968503937007874,Low
1556,Diagnostic Supplies,X-ray Film,833,169,1481,523.55,73,17,V005,PrimeMed Supply Chain,543.53,11.41095890410959,High
1557,IV & Emergency Supplies,IV Fluid,405,83,765,138.64,191,5,V005,PrimeMed Supply Chain,112.41,2.1204188481675392,High
1558,IV & Emergency Supplies,Defibrillator Pads,1615,174,2217,346.63,153,2,V004,CarePlus Distributors,368.26,10.555555555555555,Low
1559,Medicines,Antihistamine,1702,415,2728,96.81,78,9,V003,HealthTools Ltd.,94.29,21.82051282051282,Low
1560,Equipment/Consumables,Small Equipment,102,13,225,17970.11,3,14,V005,PrimeMed Supply Chain,18747.61,34.0,Low
1561,Surgical Supplies,Syringes,94,18,135,19.35,26,9,V005,PrimeMed Supply Chain,18.19,3.6153846153846154,High
1562,IV & Emergency Supplies,Oxygen Mask,1020,278,1883,710.41,47,3,V002,EquipMed Co.,629.84,21.70212765957447,Low
1563,Diagnostic Supplies,Reagent,1422,463,2788,574.68,35,6,V004,CarePlus Distributors,593.96,40.628571428571426,Low
1564,IV & Emergency Supplies,Cannula,872,266,1219,443.8,145,3,V002,EquipMed Co.,448.7,6.0137931034482754,Low
1565,Diagnostic Supplies,Reagent,731,82,979,417.65,31,12,V005,PrimeMed Supply Chain,393.41,23.580645161290324,Medium
1566,Medicines,Painkiller,33,8,64,470.35,7,10,V001,MedSupplies Inc.,421.39,4.714285714285714,High
1567,Surgical Supplies,Sutures,2277,439,5535,91.33,172,9,V003,HealthTools Ltd.,81.71,13.238372093023257,Medium
1568,Equipment/Consumables,BP Monitor Cuff,91,26,138,5284.79,43,5,V001,MedSupplies Inc.,5755.37,2.116279069767442,High
1569,Medicines,Antibiotic,785,196,1122,378.77,107,4,V002,EquipMed Co.,344.92,7.336448598130841,Medium
1570,Diagnostic Supplies,X-ray Film,6371,1323,13171,127.96,60,18,V003,HealthTools Ltd.,114.96,106.18333333333334,Low
1571,IV & Emergency Supplies,Cannula,1529,493,2363,361.75,70,3,V004,CarePlus Distributors,352.95,21.84285714285714,Low
1572,Equipment/Consumables,BP Monitor Cuff,44,8,54,8980.74,24,5,V005,PrimeMed Supply Chain,7993.63,1.8333333333333333,High
1573,Equipment/Consumables,BP Monitor Cuff,396,70,618,7319.72,33,3,V001,MedSupplies Inc.,6904.36,12.0,Low
1574,Medicines,Insulin,705,160,1297,124.44,70,4,V002,EquipMed Co.,136.59,10.071428571428571,Low
1575,Surgical Supplies,Gauze,1754,194,3429,33.66,198,8,V001,MedSupplies Inc.,35.0,8.858585858585858,Medium
1576,Diagnostic Supplies,Blood Collection Tube,8317,1730,20460,172.47,78,16,V002,EquipMed Co.,181.34,106.62820512820512,Low
1577,Surgical Supplies,Gauze,841,130,1518,85.89,251,4,V003,HealthTools Ltd.,84.83,3.350597609561753,High
1578,Diagnostic Supplies,Blood Collection Tube,1959,363,2696,132.99,75,13,V001,MedSupplies Inc.,133.12,26.12,Low
1579,Surgical Supplies,Syringes,5566,1763,13639,65.73,347,7,V003,HealthTools Ltd.,65.87,16.040345821325648,Low
1580,Medicines,Antihistamine,754,210,1047,364.59,73,8,V004,CarePlus Distributors,321.83,10.32876712328767,Medium
1581,Surgical Supplies,Sutures,5904,1331,9656,19.89,123,7,V001,MedSupplies Inc.,20.6,48.0,Low
1582,Diagnostic Supplies,X-ray Film,179,62,331,172.75,32,16,V005,PrimeMed Supply Chain,160.42,5.59375,High
1583,Equipment/Consumables,Ventilator Filter,16,3,26,16086.89,3,5,V004,CarePlus Distributors,13434.27,5.333333333333333,Medium
1584,Surgical Supplies,Surgical Mask,595,150,991,82.54,194,9,V003,HealthTools Ltd.,84.02,3.0670103092783507,High
1585,Medicines,Antibiotic,782,129,1296,385.89,77,10,V001,MedSupplies Inc.,412.36,10.155844155844155,Medium
1586,Equipment/Consumables,Ventilator Filter,131,44,166,2512.28,14,10,V005,PrimeMed Supply Chain,2495.96,9.357142857142858,High
1587,Surgical Supplies,Gauze,1169,259,2335,47.84,109,2,V001,MedSupplies Inc.,49.3,10.724770642201834,Low
1588,IV & Emergency Supplies,Cannula,504,68,787,343.49,68,5,V001,MedSupplies Inc.,279.81,7.411764705882353,Medium
1589,IV & Emergency Supplies,IV Fluid,201,31,467,467.81,11,5,V001,MedSupplies Inc.,424.34,18.272727272727273,Low
1590,Medicines,Painkiller,65,19,78,379.37,6,12,V001,MedSupplies Inc.,328.31,10.833333333333334,High
1591,Surgical Supplies,Syringes,15435,4384,21192,30.13,335,6,V002,EquipMed Co.,31.44,46.07462686567164,Low
1592,Diagnostic Supplies,X-ray Film,4261,470,6105,517.05,65,19,V003,HealthTools Ltd.,428.48,65.55384615384615,Low
1593,Diagnostic Supplies,X-ray Film,477,51,734,504.51,34,9,V002,EquipMed Co.,535.94,14.029411764705882,Medium
1594,Medicines,Insulin,159,22,351,455.67,9,10,V005,PrimeMed Supply Chain,472.99,17.666666666666668,Medium
1595,Diagnostic Supplies,Reagent,536,164,1213,526.17,32,7,V003,HealthTools Ltd.,423.29,16.75,Low
1596,Surgical Supplies,Sutures,768,114,1057,5.98,167,8,V003,HealthTools Ltd.,5.49,4.598802395209581,High
1597,Diagnostic Supplies,Blood Collection Tube,541,71,690,375.2,13,14,V003,HealthTools Ltd.,342.13,41.61538461538461,Low
1598,Equipment/Consumables,Thermometer,273,84,389,14516.5,8,14,V005,PrimeMed Supply Chain,12993.08,34.125,Low
1599,Medicines,Painkiller,296,97,564,429.34,54,8,V001,MedSupplies Inc.,393.52,5.481481481481482,High
1600,Diagnostic Supplies,Test Kit,1357,136,1711,115.78,28,14,V002,EquipMed Co.,121.68,48.464285714285715,Low
1601,Medicines,Antibiotic,162,28,399,328.37,85,6,V004,CarePlus Distributors,312.36,1.9058823529411764,High
1602,Equipment/Consumables,BP Monitor Cuff,105,29,189,7631.55,41,4,V003,HealthTools Ltd.,8350.56,2.5609756097560976,High
1603,Diagnostic Supplies,X-ray Film,380,107,549,42.04,9,8,V001,MedSupplies Inc.,36.44,42.22222222222222,Low
1604,Diagnostic Supplies,Reagent,2416,502,5658,285.67,57,14,V004,CarePlus Distributors,244.88,42.3859649122807,Low
1605,IV & Emergency Supplies,IV Fluid,1018,257,1859,690.87,159,6,V002,EquipMed Co.,726.64,6.40251572327044,Medium
1606,Surgical Supplies,Surgical Gloves,1101,191,1821,34.91,175,6,V003,HealthTools Ltd.,28.42,6.291428571428572,Medium
1607,IV & Emergency Supplies,Defibrillator Pads,1673,338,2049,596.58,187,4,V002,EquipMed Co.,488.22,8.946524064171124,Low
1608,Medicines,Antiviral,220,69,404,407.26,94,4,V002,EquipMed Co.,383.3,2.3404255319148937,High
1609,IV & Emergency Supplies,IV Fluid,3920,761,9571,145.37,106,6,V003,HealthTools Ltd.,119.96,36.9811320754717,Low
1610,Equipment/Consumables,Ventilator Filter,16,4,25,17074.55,2,6,V002,EquipMed Co.,16136.5,8.0,Medium
1611,Medicines,Antihistamine,1276,438,2439,284.71,123,8,V001,MedSupplies Inc.,277.11,10.373983739837398,Medium
1612,Medicines,Painkiller,348,45,536,419.96,9,7,V004,CarePlus Distributors,361.85,38.666666666666664,Low
1613,Medicines,Antibiotic,369,101,481,304.43,35,9,V005,PrimeMed Supply Chain,244.64,10.542857142857143,Medium
1614,Diagnostic Supplies,Test Kit,917,215,2281,538.64,10,15,V003,HealthTools Ltd.,541.57,91.7,Low
1615,Equipment/Consumables,Ventilator Filter,1211,331,2810,15313.79,17,11,V001,MedSupplies Inc.,15578.5,71.23529411764706,Low
1616,Diagnostic Supplies,Reagent,1885,631,3374,467.97,45,19,V005,PrimeMed Supply Chain,426.73,41.888888888888886,Low
1617,IV & Emergency Supplies,Defibrillator Pads,81,17,151,586.7,48,3,V005,PrimeMed Supply Chain,503.4,1.6875,High
1618,Surgical Supplies,Sutures,1543,314,1995,42.98,109,6,V001,MedSupplies Inc.,38.56,14.155963302752294,Low
1619,Surgical Supplies,Syringes,2392,318,5585,81.83,132,9,V003,HealthTools Ltd.,79.63,18.12121212121212,Low
1620,Medicines,Insulin,2690,367,4340,450.28,34,12,V005,PrimeMed Supply Chain,376.52,79.11764705882354,Low
1621,Medicines,Antiviral,659,133,1635,53.22,30,4,V002,EquipMed Co.,56.74,21.966666666666665,Low
1622,Diagnostic Supplies,Test Kit,991,110,1982,385.53,31,13,V004,CarePlus Distributors,399.46,31.967741935483872,Low
1623,Diagnostic Supplies,X-ray Film,1391,455,1771,161.65,32,16,V004,CarePlus Distributors,162.36,43.46875,Low
1624,Diagnostic Supplies,Test Kit,807,80,1877,444.9,66,16,V004,CarePlus Distributors,404.58,12.227272727272727,High
1625,Equipment/Consumables,BP Monitor Cuff,1606,335,3397,18079.57,54,14,V001,MedSupplies Inc.,15105.62,29.74074074074074,Low
1626,Surgical Supplies,Surgical Mask,2094,453,3509,41.4,154,8,V002,EquipMed Co.,33.99,13.597402597402597,Medium
1627,IV & Emergency Supplies,IV Fluid,1269,310,2083,530.94,62,6,V003,HealthTools Ltd.,514.4,20.467741935483872,Low
1628,Surgical Supplies,Surgical Gloves,9234,2155,13801,18.93,320,7,V001,MedSupplies Inc.,19.36,28.85625,Low
1629,Surgical Supplies,Gauze,294,50,547,35.16,120,3,V001,MedSupplies Inc.,32.89,2.45,High
1630,Equipment/Consumables,BP Monitor Cuff,88,13,122,6115.37,8,7,V002,EquipMed Co.,5697.9,11.0,Medium
1631,Surgical Supplies,Surgical Mask,796,88,1128,11.99,283,5,V005,PrimeMed Supply Chain,12.96,2.812720848056537,High
1632,Equipment/Consumables,BP Monitor Cuff,72,16,169,3401.63,14,3,V005,PrimeMed Supply Chain,3000.58,5.142857142857143,Medium
1633,Medicines,Insulin,1165,122,2391,315.02,90,9,V003,HealthTools Ltd.,337.17,12.944444444444445,Medium
1634,IV & Emergency Supplies,Emergency Kit,253,74,315,494.44,170,4,V003,HealthTools Ltd.,513.49,1.488235294117647,High
1635,IV & Emergency Supplies,Oxygen Mask,1144,155,2314,64.61,101,2,V005,PrimeMed Supply Chain,56.56,11.326732673267326,Low
1636,Diagnostic Supplies,Test Kit,4881,1162,7736,452.53,63,10,V002,EquipMed Co.,373.19,77.47619047619048,Low
1637,IV & Emergency Supplies,Defibrillator Pads,178,38,381,71.62,59,5,V002,EquipMed Co.,57.47,3.016949152542373,High
1638,Surgical Supplies,Sutures,7889,1414,12405,84.91,312,8,V004,CarePlus Distributors,81.42,25.28525641025641,Low
1639,Equipment/Consumables,BP Monitor Cuff,622,144,1162,6333.61,23,4,V003,HealthTools Ltd.,6865.87,27.043478260869566,Low
1640,Surgical Supplies,Surgical Gloves,5810,1264,10107,54.59,166,5,V005,PrimeMed Supply Chain,49.26,35.0,Low
1641,Surgical Supplies,Gauze,6706,770,8824,83.29,263,8,V004,CarePlus Distributors,87.49,25.49809885931559,Low
1642,Diagnostic Supplies,Blood Collection Tube,631,209,790,53.24,34,10,V004,CarePlus Distributors,48.12,18.558823529411764,Medium
1643,Diagnostic Supplies,Blood Collection Tube,1231,243,2596,241.19,41,7,V004,CarePlus Distributors,246.48,30.024390243902438,Low
1644,Surgical Supplies,Sutures,1502,331,3232,68.79,391,4,V003,HealthTools Ltd.,68.63,3.8414322250639388,High
1645,IV & Emergency Supplies,Cannula,2294,758,3416,596.68,114,3,V004,CarePlus Distributors,627.91,20.12280701754386,Low
1646,Surgical Supplies,Surgical Gloves,4583,1555,6302,77.16,286,7,V002,EquipMed Co.,63.74,16.024475524475523,Low
1647,IV & Emergency Supplies,Oxygen Mask,46,4,96,525.62,25,3,V005,PrimeMed Supply Chain,502.53,1.84,High
1648,Surgical Supplies,Surgical Mask,591,142,1205,65.18,121,2,V004,CarePlus Distributors,71.0,4.884297520661157,Low
1649,Equipment/Consumables,Small Equipment,130,36,251,16183.17,17,5,V004,CarePlus Distributors,17739.9,7.647058823529412,Medium
1650,Medicines,Antiviral,211,56,330,311.61,147,4,V004,CarePlus Distributors,291.27,1.435374149659864,High
1651,Medicines,Antibiotic,8118,2840,18858,113.43,124,13,V005,PrimeMed Supply Chain,106.12,65.46774193548387,Low
1652,IV & Emergency Supplies,Oxygen Mask,664,99,1532,615.87,90,3,V003,HealthTools Ltd.,658.03,7.377777777777778,Low
1653,Equipment/Consumables,Thermometer,235,66,438,1729.99,58,7,V002,EquipMed Co.,1435.1,4.051724137931035,High
1654,Medicines,Antihistamine,258,49,506,377.5,45,6,V005,PrimeMed Supply Chain,330.82,5.733333333333333,High
1655,Surgical Supplies,Surgical Mask,4772,1015,11571,32.13,333,5,V003,HealthTools Ltd.,30.51,14.33033033033033,Low
1656,IV & Emergency Supplies,Emergency Kit,4089,1189,9692,362.59,149,5,V002,EquipMed Co.,340.16,27.44295302013423,Low
1657,Equipment/Consumables,Small Equipment,569,197,1098,19611.19,23,4,V001,MedSupplies Inc.,17936.64,24.73913043478261,Low
1658,Medicines,Antihistamine,706,134,1443,339.21,37,9,V002,EquipMed Co.,284.72,19.08108108108108,Low
1659,IV & Emergency Supplies,Emergency Kit,219,62,483,605.56,38,6,V004,CarePlus Distributors,620.08,5.7631578947368425,High
1660,Equipment/Consumables,Small Equipment,526,147,1209,5098.08,23,13,V001,MedSupplies Inc.,4177.73,22.869565217391305,Medium
1661,Diagnostic Supplies,Blood Collection Tube,976,199,2014,450.95,26,19,V002,EquipMed Co.,467.28,37.53846153846154,Medium
1662,Diagnostic Supplies,Reagent,4173,811,6127,157.96,61,16,V003,HealthTools Ltd.,138.8,68.40983606557377,Low
1663,Medicines,Insulin,3939,689,8122,212.26,62,10,V003,HealthTools Ltd.,213.38,63.53225806451613,Low
1664,Diagnostic Supplies,Reagent,498,122,998,177.0,14,16,V005,PrimeMed Supply Chain,178.26,35.57142857142857,Low
1665,Medicines,Painkiller,3006,808,6942,496.84,129,3,V002,EquipMed Co.,403.71,23.302325581395348,Low
1666,IV & Emergency Supplies,Defibrillator Pads,486,137,956,443.32,174,2,V005,PrimeMed Supply Chain,412.41,2.793103448275862,Medium
1667,Equipment/Consumables,Small Equipment,60,6,137,3885.74,22,6,V002,EquipMed Co.,3246.6,2.727272727272727,High
1668,Medicines,Antiviral,1662,514,3786,422.24,42,6,V004,CarePlus Distributors,437.02,39.57142857142857,Low
1669,Diagnostic Supplies,X-ray Film,397,54,926,259.3,25,12,V001,MedSupplies Inc.,250.5,15.88,Medium
1670,Medicines,Painkiller,607,130,1159,312.32,66,3,V005,PrimeMed Supply Chain,331.28,9.196969696969697,Low
1671,IV & Emergency Supplies,Emergency Kit,214,62,269,266.35,149,3,V005,PrimeMed Supply Chain,292.31,1.436241610738255,High
1672,Surgical Supplies,Gauze,1699,415,2291,15.82,163,3,V001,MedSupplies Inc.,14.68,10.423312883435583,Low
1673,Equipment/Consumables,Ventilator Filter,9,1,21,10973.71,2,6,V004,CarePlus Distributors,11750.52,4.5,High
1674,Diagnostic Supplies,Blood Collection Tube,1913,662,4522,559.91,65,14,V003,HealthTools Ltd.,477.08,29.43076923076923,Low
1675,IV & Emergency Supplies,Defibrillator Pads,333,70,820,198.53,82,2,V002,EquipMed Co.,217.73,4.060975609756097,Low
1676,Equipment/Consumables,Thermometer,1395,389,3101,5365.27,19,11,V003,HealthTools Ltd.,4564.64,73.42105263157895,Low
1677,Diagnostic Supplies,Test Kit,235,36,528,536.11,19,7,V002,EquipMed Co.,512.0,12.368421052631579,Medium
1678,IV & Emergency Supplies,Emergency Kit,2818,334,3394,43.19,86,5,V004,CarePlus Distributors,44.65,32.76744186046512,Low
1679,Medicines,Antibiotic,1045,239,1318,282.33,29,7,V005,PrimeMed Supply Chain,267.68,36.03448275862069,Low
1680,Medicines,Antibiotic,788,225,1576,197.66,124,4,V002,EquipMed Co.,163.66,6.354838709677419,Medium
1681,Surgical Supplies,Gauze,2968,311,6431,7.98,164,4,V002,EquipMed Co.,7.85,18.097560975609756,Low
1682,Equipment/Consumables,Small Equipment,833,280,1400,16715.22,51,13,V001,MedSupplies Inc.,18068.6,16.333333333333332,Medium
1683,IV & Emergency Supplies,IV Fluid,1485,431,2357,480.11,105,6,V004,CarePlus Distributors,501.2,14.142857142857142,Low
1684,Equipment/Consumables,Small Equipment,514,101,621,2882.06,56,14,V002,EquipMed Co.,2909.61,9.178571428571429,High
1685,Medicines,Antibiotic,749,225,1120,453.77,92,4,V001,MedSupplies Inc.,404.14,8.141304347826088,Low
1686,Medicines,Antibiotic,147,27,280,28.44,51,7,V003,HealthTools Ltd.,24.94,2.8823529411764706,High
1687,Medicines,Antiviral,1522,270,2798,163.66,83,11,V004,CarePlus Distributors,161.74,18.337349397590362,Medium
1688,Medicines,Antihistamine,840,150,1534,413.56,86,12,V004,CarePlus Distributors,388.8,9.767441860465116,High
1689,IV & Emergency Supplies,Emergency Kit,583,176,1069,290.69,52,4,V005,PrimeMed Supply Chain,258.5,11.211538461538462,Low
1690,Diagnostic Supplies,X-ray Film,297,67,574,229.63,79,12,V002,EquipMed Co.,216.97,3.759493670886076,High
1691,IV & Emergency Supplies,Emergency Kit,1285,188,1673,177.49,91,6,V002,EquipMed Co.,174.63,14.12087912087912,Low
1692,Surgical Supplies,Surgical Mask,15186,5312,32398,48.19,327,9,V003,HealthTools Ltd.,39.26,46.440366972477065,Low
1693,IV & Emergency Supplies,Cannula,3486,1190,5232,400.31,187,4,V005,PrimeMed Supply Chain,376.93,18.641711229946523,Low
1694,Surgical Supplies,Syringes,97,31,142,29.36,21,4,V003,HealthTools Ltd.,26.28,4.619047619047619,Medium
1695,Diagnostic Supplies,Blood Collection Tube,359,68,801,159.94,66,17,V003,HealthTools Ltd.,136.06,5.4393939393939394,High
1696,Diagnostic Supplies,Test Kit,2012,269,2599,406.7,45,8,V001,MedSupplies Inc.,374.23,44.71111111111111,Low
1697,Equipment/Consumables,Small Equipment,361,36,760,16699.24,56,10,V004,CarePlus Distributors,18086.44,6.446428571428571,High
1698,Medicines,Insulin,1707,508,2428,188.45,34,7,V004,CarePlus Distributors,191.19,50.205882352941174,Low
1699,Medicines,Antibiotic,833,173,2054,408.04,103,7,V005,PrimeMed Supply Chain,385.26,8.087378640776699,Medium
1700,Surgical Supplies,Syringes,4437,903,9603,41.88,308,9,V002,EquipMed Co.,34.48,14.405844155844155,Medium
1701,Medicines,Insulin,1117,315,2277,465.64,141,11,V005,PrimeMed Supply Chain,387.88,7.921985815602837,High
1702,Surgical Supplies,Gauze,5698,1637,12640,6.55,161,6,V003,HealthTools Ltd.,5.69,35.391304347826086,Low
1703,Surgical Supplies,Gauze,10062,1547,21034,86.36,355,5,V004,CarePlus Distributors,79.15,28.343661971830986,Low
1704,Equipment/Consumables,Thermometer,219,66,408,324.14,52,6,V003,HealthTools Ltd.,315.84,4.211538461538462,High
1705,Equipment/Consumables,Ventilator Filter,550,56,1192,850.9,57,10,V003,HealthTools Ltd.,804.09,9.649122807017545,High
1706,Equipment/Consumables,Ventilator Filter,199,20,452,12408.27,42,4,V004,CarePlus Distributors,11931.63,4.738095238095238,Medium
1707,IV & Emergency Supplies,Oxygen Mask,2565,434,4281,220.97,184,2,V003,HealthTools Ltd.,189.42,13.940217391304348,Low
1708,Medicines,Antiviral,2391,455,5573,256.32,148,4,V001,MedSupplies Inc.,248.33,16.155405405405407,Low
1709,Equipment/Consumables,Small Equipment,898,145,1126,6180.17,41,10,V001,MedSupplies Inc.,5032.13,21.902439024390244,Low
1710,Medicines,Insulin,220,70,360,94.55,77,9,V002,EquipMed Co.,94.55,2.857142857142857,High
1711,Surgical Supplies,Syringes,825,222,1281,90.92,282,3,V004,CarePlus Distributors,79.74,2.925531914893617,High
1712,Medicines,Antihistamine,203,40,366,384.02,21,4,V002,EquipMed Co.,397.54,9.666666666666666,Low
1713,Surgical Supplies,Surgical Mask,2387,621,5249,22.28,224,7,V004,CarePlus Distributors,22.51,10.65625,Medium
1714,Surgical Supplies,Surgical Gloves,2189,346,5078,84.06,344,7,V005,PrimeMed Supply Chain,84.8,6.363372093023256,High
1715,Equipment/Consumables,Small Equipment,152,43,373,16456.4,10,9,V004,CarePlus Distributors,14541.69,15.2,Medium
1716,Equipment/Consumables,Thermometer,404,94,943,14518.42,18,3,V005,PrimeMed Supply Chain,12760.58,22.444444444444443,Low
1717,IV & Emergency Supplies,Oxygen Mask,179,54,439,499.93,102,3,V003,HealthTools Ltd.,506.52,1.7549019607843137,High
1718,Diagnostic Supplies,Test Kit,7531,1588,13655,336.67,64,17,V004,CarePlus Distributors,348.81,117.671875,Low
1719,IV & Emergency Supplies,IV Fluid,410,98,832,457.5,76,4,V005,PrimeMed Supply Chain,396.12,5.394736842105263,Medium
1720,Surgical Supplies,Gauze,851,182,1447,69.4,57,9,V002,EquipMed Co.,72.0,14.929824561403509,Medium
1721,Diagnostic Supplies,Blood Collection Tube,253,77,551,87.1,30,6,V003,HealthTools Ltd.,88.19,8.433333333333334,Medium
1722,Medicines,Insulin,230,33,294,106.5,79,3,V001,MedSupplies Inc.,113.3,2.911392405063291,High
1723,Medicines,Antiviral,288,58,372,18.61,59,5,V003,HealthTools Ltd.,19.38,4.88135593220339,High
1724,IV & Emergency Supplies,Emergency Kit,289,48,636,416.58,68,5,V005,PrimeMed Supply Chain,333.87,4.25,High
1725,IV & Emergency Supplies,Defibrillator Pads,332,71,516,59.35,14,4,V003,HealthTools Ltd.,65.21,23.714285714285715,Low
1726,Diagnostic Supplies,X-ray Film,2219,236,5393,523.84,44,18,V004,CarePlus Distributors,499.99,50.43181818181818,Low
1727,Surgical Supplies,Gauze,5348,1641,10938,42.68,209,4,V002,EquipMed Co.,38.83,25.588516746411482,Low
1728,IV & Emergency Supplies,Defibrillator Pads,1039,190,1355,356.22,151,5,V001,MedSupplies Inc.,311.74,6.880794701986755,Medium
1729,IV & Emergency Supplies,Defibrillator Pads,78,11,123,408.25,61,2,V004,CarePlus Distributors,393.28,1.278688524590164,High
1730,Equipment/Consumables,BP Monitor Cuff,944,321,1952,10815.13,21,7,V004,CarePlus Distributors,10680.52,44.95238095238095,Low
1731,Diagnostic Supplies,X-ray Film,2027,325,2754,507.97,50,14,V001,MedSupplies Inc.,438.98,40.54,Low
1732,Diagnostic Supplies,X-ray Film,423,103,569,84.79,9,19,V004,CarePlus Distributors,75.34,47.0,Low
1733,IV & Emergency Supplies,Cannula,61,17,91,550.04,21,2,V001,MedSupplies Inc.,581.18,2.9047619047619047,Medium
1734,Diagnostic Supplies,X-ray Film,31,4,55,324.84,13,6,V002,EquipMed Co.,354.85,2.3846153846153846,High
1735,Equipment/Consumables,Thermometer,901,141,2101,5939.97,46,9,V003,HealthTools Ltd.,5362.63,19.58695652173913,Low
1736,Medicines,Painkiller,481,128,1042,151.53,56,7,V004,CarePlus Distributors,142.14,8.589285714285714,Medium
1737,Surgical Supplies,Surgical Mask,1287,296,2999,28.4,125,5,V001,MedSupplies Inc.,26.01,10.296,Low
1738,IV & Emergency Supplies,IV Fluid,576,86,1300,509.25,77,5,V005,PrimeMed Supply Chain,484.84,7.48051948051948,Medium
1739,IV & Emergency Supplies,IV Fluid,449,95,992,545.01,142,4,V002,EquipMed Co.,584.17,3.1619718309859155,High
1740,IV & Emergency Supplies,Cannula,185,31,270,518.42,124,3,V003,HealthTools Ltd.,511.23,1.4919354838709677,High
1741,Diagnostic Supplies,X-ray Film,385,106,721,204.39,32,19,V001,MedSupplies Inc.,217.89,12.03125,High
1742,Surgical Supplies,Sutures,11696,2218,16030,80.13,361,5,V003,HealthTools Ltd.,78.66,32.398891966759,Low
1743,Surgical Supplies,Surgical Gloves,1185,240,2351,15.83,323,4,V001,MedSupplies Inc.,15.12,3.668730650154799,High
1744,Surgical Supplies,Surgical Gloves,903,177,1150,90.09,149,7,V004,CarePlus Distributors,72.1,6.060402684563758,High
1745,Diagnostic Supplies,X-ray Film,505,144,832,391.32,22,6,V002,EquipMed Co.,334.51,22.954545454545453,Low
1746,IV & Emergency Supplies,IV Fluid,2942,492,6266,306.08,162,3,V002,EquipMed Co.,264.9,18.160493827160494,Low
1747,Surgical Supplies,Surgical Gloves,7223,727,15095,69.09,268,8,V003,HealthTools Ltd.,56.33,26.95149253731343,Low
1748,Diagnostic Supplies,Blood Collection Tube,966,154,2365,505.03,66,14,V004,CarePlus Distributors,426.86,14.636363636363637,Medium
1749,Diagnostic Supplies,Reagent,418,126,586,568.77,33,11,V003,HealthTools Ltd.,491.98,12.666666666666666,Medium
1750,Diagnostic Supplies,Blood Collection Tube,767,165,1759,490.58,41,18,V004,CarePlus Distributors,416.06,18.70731707317073,Medium
1751,Equipment/Consumables,Ventilator Filter,2221,258,4567,13287.16,53,12,V001,MedSupplies Inc.,11501.32,41.905660377358494,Low
1752,Medicines,Antibiotic,621,171,1519,437.29,74,13,V003,HealthTools Ltd.,352.89,8.391891891891891,High
1753,Surgical Supplies,Surgical Gloves,1247,430,2913,47.33,320,9,V003,HealthTools Ltd.,39.65,3.896875,High
1754,Medicines,Antibiotic,391,97,502,140.25,88,8,V002,EquipMed Co.,135.6,4.443181818181818,High
1755,Equipment/Consumables,BP Monitor Cuff,135,19,293,12639.37,6,4,V002,EquipMed Co.,11797.47,22.5,Low
1756,Surgical Supplies,Surgical Mask,3387,572,6367,76.13,380,6,V002,EquipMed Co.,82.6,8.913157894736843,Medium
1757,Diagnostic Supplies,Blood Collection Tube,7641,2545,18251,299.86,61,16,V004,CarePlus Distributors,244.37,125.26229508196721,Low
1758,Diagnostic Supplies,Blood Collection Tube,336,73,748,595.97,29,6,V002,EquipMed Co.,647.27,11.586206896551724,Medium
1759,Diagnostic Supplies,Blood Collection Tube,2684,405,3333,306.24,65,19,V004,CarePlus Distributors,283.25,41.292307692307695,Low
1760,Surgical Supplies,Sutures,3837,743,9017,28.08,127,9,V003,HealthTools Ltd.,30.52,30.212598425196852,Low
1761,Equipment/Consumables,Ventilator Filter,218,39,524,16286.91,24,13,V003,HealthTools Ltd.,16421.18,9.083333333333334,High
